answer,bijoy_detected,explanation,fingerprint,id,question,raw,source_file,topic
• এসব আইনসভা বিভিন্ন নামে পরিচিত।,False,,d14a7579f3668f3d7b824d7d96e500c598ea6d96bf48d39630777815ed13874d,data_tag_id_430_Stage4_final_output-25,• প্রত্যেক রাষ্ট্রের আইনসভা রয়েছে।,{'text_block': '•  প্রত্যেক রাষ্ট্রের আইনসভা রয়েছে।\n  •  এসব আইনসভা বিভিন্ন নামে পরিচিত।'},data_tag_id_430_Stage4_final_output.txt,
• আইন প্রণয়নে সবচেয়ে গুরুত্বপূর্ণ বা মুখ্য ভূমিকা পালন করে আইনসভা।,False,• যেকোন ধরনের সরকারি আইন প্রণয়নের দায়িত্ব সংসদের উপর ন্যস্ত।,ec1cd7faf8d830bf961f772969f1b0e8c251411e00bfc9c8c7f09555b7835273,data_tag_id_430_Stage4_final_output-26,আইনসভা:,"{'text_block': 'আইনসভা:\n  •  আইন প্রণয়নে সবচেয়ে গুরুত্বপূর্ণ বা মুখ্য ভূমিকা পালন করে আইনসভা।\n  •  যেকোন ধরনের সরকারি আইন প্রণয়নের দায়িত্ব সংসদের উপর ন্যস্ত।\n  •  আইনসভার পরেই আইন প্রণয়নে মন্ত্রিসভার ভূমিকা মুখ্য।\n  •  এছাড়াও,\n  •  রাষ্ট্রপতি অধ্যাদেশ প্রণয়ন ও জারি করতে পারেন।\n  🔗 উৎস: পৌরনীতি ও নাগরিকতা, নবম-দশম শ্রেনি।'}",data_tag_id_430_Stage4_final_output.txt,
• বস্তুত: সংবিধান প্রণয়ন কিংবা আইন প্রণয়নের মত দায়িত্ব পালনের মধ্য দিয়ে বলতে গেলে আইন সভা থেকেই একটি রাষ্ট্রের কার্যক্রম সূচনা হয়।,False,• জনগনের ভোটে নির্বাচিত জনপ্রতিনিধিরা আইনসভার সদস্য হন।,4d4f5b829955333b5d9bfbd3ad5161d7ee7924d568bdc9b0074f65d694ae30c6,data_tag_id_430_Stage4_final_output-27,• আইনসভা সরকারের তিনটি অঙ্গের মধ্যে অন্যতম গুরুত্বপূর্ণ বিভাগ।,"{'text_block': '•  আইনসভা সরকারের তিনটি অঙ্গের মধ্যে অন্যতম গুরুত্বপূর্ণ বিভাগ।\n  •  বস্তুত: সংবিধান প্রণয়ন কিংবা আইন প্রণয়নের মত দায়িত্ব পালনের মধ্য দিয়ে বলতে গেলে আইন সভা থেকেই একটি রাষ্ট্রের কার্যক্রম সূচনা হয়।\n  •  জনগনের ভোটে নির্বাচিত জনপ্রতিনিধিরা আইনসভার সদস্য হন।\n  •  যার জন্য আইনসভাকে গণতন্ত্রের প্রতীক বলা হয়।\n  •  গণতান্ত্রিক শাসন ব্যবস্থায় আইনসভা সরকার ও জনগণের মধ্যে সেতুবন্ধন হিসেবে কাজ করে।\n  •  আইন প্রণয়নের কারণে সরকারের অন্য দুই বিভাগ থেকে এ বিভাগের মর্যাদা অধিকতর।\n  •  আইনসভাকে অনেকে ‘জাতীয় মঞ্চ’ বলে অভিহিত করেন।\n  🔗 উৎস: পৌরনীতি ও সুশাসন প্রথম পত্র, একাদশ-দ্বাদশ শ্রেণি, উন্মুক্ত বিশ্ববিদ্যালয়।'}",data_tag_id_430_Stage4_final_output.txt,
• জাতীয় সংসদ সরকারের অর্থ সংক্রান্ত কার্যাবলি নিয়ন্ত্রণ করে থাকে।,False,• সংসদের আইন বা উহার কর্তৃত্ব ব্যতীত কর আরোপ বা সংগ্রহ করা যায় না (অনু: 83)।,75f664d04d38308bbc4d796b28773e55b062fc8f62639e78f046dbb19fb7e261,data_tag_id_430_Stage4_final_output-28,জাতীয় সংসদের অর্থ সংক্রান্ত ক্ষমতা ও কার্যাবলি:,"{'text_block': 'জাতীয় সংসদের অর্থ সংক্রান্ত ক্ষমতা ও কার্যাবলি:\n  •  জাতীয় সংসদ সরকারের অর্থ সংক্রান্ত কার্যাবলি নিয়ন্ত্রণ করে থাকে।\n  •  সংসদের আইন বা উহার কর্তৃত্ব ব্যতীত কর আরোপ বা সংগ্রহ করা যায় না (অনু: ৮৩)।\n  •  সরকার প্রতি বছর আয়-ব্যয়ের অনুমিত হিসাব সংবলিত একটি বাজেট সংসদে উপস্থাপন করবে এবং সংসদের অনুমোদন ব্যতীত উক্ত বাজেট কার্যকর হবে না (অনু: ৮৭)।\n  •  সকল সরকারি অর্থের রক্ষণাবেক্ষণ, নিয়ন্ত্রণ সংসদের আইন দ্বারা করা হবে (অনু: ৮৫)।\n  •  সুতরাং, জাতীয় সংসদ হচ্ছে জাতীয় অর্থের অভিভাবক ও নিয়ন্ত্রণকারী।\n  🔗 সূত্র:- পৌরনীতি ও সুশাসন ২য় পত্র, একাদশ-দ্বাদশ শ্রেণি, প্রফেসর মোঃ মোজাম্মেল হক ও বাংলাদেশ সংবিধান।'}",data_tag_id_430_Stage4_final_output.txt,
"• গণপ্রজাতন্ত্রী বাংলাদেশের সংবিধান 65(1) ধারায় বলা হয়েছে: ""জাতীয় সংসদ"" নামে বাংলাদেশের একটি সংসদ থাকিবে এবং এই সংবিধানের বিধানাবলী-সাপেক্ষে প্রজাতন্ত্রের আইনপ্রণয়ন-ক্ষমতা সংসদের উপর ন্যস্ত হইবে।",False,"• তবে শর্ত থাকে যে, সংসদের আইন দ্বারা যে কোন ব্যক্তি বা কর্তৃপক্ষকে আদেশ, বিধি, প্রবিধান, উপ-আইন বা আইনগত কার্যকরতাসম্পন্ন অন্যান্য চুক্তিপত্র প্রণয়নের ক্ষমতার্পণ হইতে এই দফার কোন কিছুই সংসদকে নিবৃত্ত করিবে না।",e136cb02fdacfdd0956bc8a2b8cb661033fa07d3635ada2de76a5ddf0d9b69d8,data_tag_id_430_Stage4_final_output-29,• আইন প্রণয়নের ক্ষমতা রয়েছে - জাতীয় সংসদের।,"{'text_block': '•  আইন প্রণয়নের ক্ষমতা রয়েছে — জাতীয় সংসদের।\n  •  গণপ্রজাতন্ত্রী বাংলাদেশের সংবিধান ৬৫(১) ধারায় বলা হয়েছে: ""জাতীয় সংসদ"" নামে বাংলাদেশের একটি সংসদ থাকিবে এবং এই সংবিধানের বিধানাবলী-সাপেক্ষে প্রজাতন্ত্রের আইনপ্রণয়ন-ক্ষমতা সংসদের উপর ন্যস্ত হইবে।\n  •  তবে শর্ত থাকে যে, সংসদের আইন দ্বারা যে কোন ব্যক্তি বা কর্তৃপক্ষকে আদেশ, বিধি, প্রবিধান, উপ-আইন বা আইনগত কার্যকরতাসম্পন্ন অন্যান্য চুক্তিপত্র প্রণয়নের ক্ষমতার্পণ হইতে এই দফার কোন কিছুই সংসদকে নিবৃত্ত করিবে না।\n  🔗 উৎস: বাংলাদেশ সংবিধান।'}",data_tag_id_430_Stage4_final_output.txt,
• বাংলাদেশের নাগরিকত্ব মূলত ও প্রধাণত জন্মসূত্রে নির্ধারিত হয়।,False,"• নাগরিকের যেমন আছে রাষ্টপ্রদত্ত আধিকার, তেমনি আছে রাষ্ট্র নির্ধারিত কর্তব্য।",91913684294d9eea2dd4b6567183f2e8e6a8e558010063aba239d4318ce9023f,data_tag_id_430_Stage4_final_output-30,• নাগরিকত্ব ও কর্তব্য : বাংলাদেশ,"{'text_block': '•  নাগরিকত্ব ও কর্তব্য : বাংলাদেশ\n  •  বাংলাদেশের নাগরিকত্ব মূলত ও প্রধাণত জন্মসূত্রে নির্ধারিত হয়।\n  •  নাগরিকের যেমন আছে রাষ্টপ্রদত্ত আধিকার, তেমনি আছে রাষ্ট্র নির্ধারিত কর্তব্য।\n  •  রাষ্ট্রের প্রতি নাগরিকের কর্তব্য দুই ধরণের।\n  •  মানুষের সেবা করা,\n  •  দুর্যোগে মানুষের পাশে দাঁড়ানো,\n  •  শিক্ষার প্রসার ঘটানো,\n  •  পরিবেশ পরিষ্কার রাখা ইত্যাদি।\n  •  ভোট দান করা,\n  •  নিয়মিত কর প্রদান,\n  •  আইন মেনে চলা,\n  •  সরকারি সম্পদের রক্ষণাবেক্ষণ ইত্যাদি।\n  •  পৌরনীতি ও নাগরিকতা, এস.এস.সি প্রোগ্রাম, বাউবি।'}",data_tag_id_430_Stage4_final_output.txt,
• বাংলাদেশের জাতীয় সংসদ মূলত: সংসদীয় গণতন্ত্রের ওপর প্রতিষ্ঠিত।,False,• সংসদীয় গণতন্ত্রের মূলনীতি অনুযায়ী প্রধানমন্ত্রী হলেন প্রধান নির্বাহী।,2ea49acbe45e5c0800fea2c2b8a2b73778ad1c25891df02f8d08d74a02d10109,data_tag_id_430_Stage4_final_output-31,জাতীয় সংসদের কার্যাবলী:,"{'text_block': 'জাতীয় সংসদের\xa0কার্যাবলী:\n  •  বাংলাদেশের জাতীয় সংসদ মূলত: সংসদীয় গণতন্ত্রের ওপর প্রতিষ্ঠিত।\n  •  সংসদীয় গণতন্ত্রের\xa0মূলনীতি\xa0অনুযায়ী প্রধানমন্ত্রী হলেন প্রধান নির্বাহী।\n  •  জাতীয় সংসদের কার্যাবলি সংবিধান প্রণীত নীতি অনুযায়ী সংঘটিত হয়।\n  •  আইন প্রণয়ন হলো জাতীয় সংসদের প্রধান কাজ।\n  •  সংবিধানের ৬৫ নং অনুচ্ছেদ অনুযায়ী এই প্রজাতন্ত্রের আইন প্রণয়ন সংক্রান্ত সকল ক্ষমতা জাতীয় সংসদের উপর ন্যস্ত।\n  •  বাংলাদেশের আইনসভার কার্যাবলিসমূহ সংবিধান কর্তৃক স্বীকৃত।\n  •  আইন প্রণয়ন সংক্রান্ত কার্যাবলি: আইন প্রণয়ন করার কাজটি আইন সভার প্রধান কাজ।\n  •  বাংলাদেশের সংবিধানের মৌলিক নীতির সাথে সামঞ্জস্য রেখে আইন বিভাগ এই কাজটি করে থাকে।\n  •  এই বিভাগটি নতুন আইন প্রণয়ন ও পুরাতন আইন বাতিলের ক্ষমতা রাখে।\n  •  সংবিধান প্রণয়ন ও সংশোধন: বাংলাদেশের আইন সভা সংবিধান প্রণয়ন ও সংশোধন সংক্রান্ত যাবতীয় কার্যাবলি সম্পাদন করে থাকে।\n  •  দেশের সংবিধান উল্লিখিত দুইটি ক্ষমতাই আইন সভাকে প্রদান করেছে।\n  •  এক্ষেত্রে আইন সভা সংবিধান সংশোধনকল্পে বিভিন্ন সংবিধান বিশেষজ্ঞদের সাথে পরামর্শ ও প্রয়োজনে গণভোটের সিদ্ধান্ত নিতে পারে।\n  •  বিচার সংক্রান্ত কার্যাবলি: প্রয়োজনের নিরীখে কখনও বাংলাদেশের আইন সভা বিচার সম্পর্কিত কার্যাদিও সম্পাদন করে থাকে।\n  •  এমনকি রাষ্ট্রপতিও যদি কোন গুরুতর অসদাচরণ করেন তাহলে সংবিধানের ৫২ নং অনুচ্ছেদ অনুসারে সংসদ তাঁর অভিশংসন অর্থাৎ বিচারিক কাজটি করতে পারবে।\n  •  নির্বাচন সংক্রান্ত বিরোধের বিচার সংক্রান্ত ব্যাপারেও বাংলাদেশের আইনসভা ক্ষমতাপ্রাপ্ত।\n  •  শাসন বিভাগ নিয়ন্ত্রণ সংক্রান্ত কার্যাবলি: তত্ত্বগতভাবে শাসন বিভাগের নিয়ন্ত্রণকল্পে অর্থাৎ শাসন বিভাগের স্বেচ্ছাচারিতা রোধে আইন বিভাগ ভূমিকা পালন করে।\n  •  তবে রাষ্ট্রভেদে তা ভিন্নরূপ পরিগ্রহ করতে দেখা যায়।\n  •  অর্থ-সংক্রান্ত কার্যাবলি: বাংলাদেশের আইন সভা নানাবিধ অর্থ সংক্রান্ত কার্যাবলি সম্পাদন করে থাকে।\n  •  বিশেষ করে অর্থের অপচয় রোধে আইন সভা গণতান্ত্রিক পদ্ধতির চর্চা করে তা নিয়ন্ত্রণ করে।\n  •  বাজেট পেশসহ সরকারি আয়-ব্যয়ের পর্যালোচনা, পরবর্তী বছরের ব্যয় বরাদ্দের কাজ গণতান্ত্রিক পদ্ধতিতে কার্যকর করে তোলে।\n  •  বাংলাদেশের আইন সভার অনুমতি ছাড়া কর ধার্য বা পুরাতন কর ব্যবস্থার পুনর্বিন্যাস সম্ভব হয় না।\n  •  সারাদেশ থেকে নির্বাচিত ৩০০ সংসদ সদস্য এবং সংরক্ষিত ৫০ জন নারী সংসদ সদস্য নিয়ে জাতীয় সংসদ গঠিত হয়।\n  •  জবাবদিহিতা আইন বিভাগের প্রধান কাজ নয়।\n  •  শাসন সংক্রান্ত কার্যাবলি: বাংলাদেশের আইন সভা বিভিন্ন উচ্চপদস্থ কর্মচারী নিয়োগসহ বিভিন্ন সন্ধি বা চুক্তি অনুমোদন করা, যুদ্ধ ঘোষণা প্রভৃতি শাসন সংক্রান্ত কাজ করে থাকে।\n  •  যেমন, আইন সভার সদস্যদের ভোটে রাষ্ট্রপতি নির্বাচিত হন।\n  •  প্রতিনিধিত্বশীল কার্যাবলি: আইন সভার সদস্যগণ নিজ নিজ এলাকার জনগণের সমস্যাবলী সম্পর্কে আইন সভায় আলোচনা করে এবং এসব পর্যালোচনার ওপর ভিত্তি করে আইন সভা আইন প্রণয়ন ও সিদ্ধান্ত গ্রহণ করে থাকে।\n  •  ন্যায়পাল: ৭৭।\n  •  (১) সংসদ আইনের দ্বারা ন্যায়পালের পদ-প্রতিষ্ঠার জন্য বিধান করিতে পারিবেন।'}",data_tag_id_430_Stage4_final_output.txt,
"• সরকারি কর্মকর্তাদের মধ্যে কাজের সমতা, সততা ও স্বচ্ছতা বিধান এবং",False,• সুনির্দিষ্টভাবে প্রশাসনের যে কোনো ক্ষেত্রে সরকারি কর্মকর্তাদের গতিবিধির ওপর নিয়ন্ত্রণ আরোপ।,53dbe0ee0db9a8046e41e97cf72b721f02c8f8a58a34db17007ec068e6ecf416,data_tag_id_430_Stage4_final_output-32,ন্যায়পাল পদের মূল উদ্দেশ্য:,"{'text_block': 'ন্যায়পাল পদের মূল উদ্দেশ্য:\n  •  সরকারি কর্মকর্তাদের মধ্যে কাজের সমতা, সততা ও স্বচ্ছতা বিধান এবং\n  •  সুনির্দিষ্টভাবে প্রশাসনের যে কোনো ক্ষেত্রে সরকারি কর্মকর্তাদের গতিবিধির ওপর নিয়ন্ত্রণ আরোপ।\n  •  Ombudsman শব্দের বাংলা ন্যায়পাল করা হয়েছে।\n  •  ন্যায়পাল এর মাধ্যমে রাষ্ট্রপতি ও প্রধানমন্ত্রীসহ রাষ্ট্রের ক্ষমতাশালী ব্যক্তিদের ক্ষমতার রাশ টেনে ধরা সম্ভব হয় অর্থাৎ তাদের জবাবদিহিতা নিশ্চিত করা যায়।'}",data_tag_id_430_Stage4_final_output.txt,
Chapter / Cluster 03 - অ্যাটর্নি জেনারেল,False,═════════════════════════════════════════════════════════════════,f4cac666c75c64b3d628c5dc60ba91fcdb59c6ad8173ac7668d52a7eaaf6f66f,data_tag_id_430_Stage4_final_output-33,═════════════════════════════════════════════════════════════════,{'text_block': '═════════════════════════════════════════════════════════════════\n  Chapter / Cluster 03  —  অ্যাটর্নি জেনারেল\n═════════════════════════════════════════════════════════════════'},data_tag_id_430_Stage4_final_output.txt,
• সুপ্রিম কোর্টের জ্যেষ্ঠ আইনজীবী মো. আসাদুজ্জামানকে দেশের অ্যাটর্নি জেনারেল হিসেবে নিয়োগ দেওয়া হয়েছে।,False,• রাষ্ট্রপতি মো. সাহাবুদ্দিন তাঁকে এই পদে নিয়োগ দিয়েছেন।,39435303297fb650ce992fe41a72f6068263cbce69fb5c233eea37863925e4d7,data_tag_id_430_Stage4_final_output-34,• দেশের 17তম অ্যাটর্নি জেনারেল,{'text_block': '•  দেশের ১৭তম অ্যাটর্নি জেনারেল\n  •  সুপ্রিম কোর্টের জ্যেষ্ঠ আইনজীবী মো. আসাদুজ্জামানকে দেশের অ্যাটর্নি জেনারেল হিসেবে নিয়োগ দেওয়া হয়েছে।\n  •  রাষ্ট্রপতি মো. সাহাবুদ্দিন তাঁকে এই পদে নিয়োগ দিয়েছেন।\n  •  সংবিধানের ৬৪ (১) অনুচ্ছেদের ক্ষমতা বলে রাষ্ট্রপতি বাংলাদেশ সুপ্রিম কোর্টের জ্যেষ্ঠ আইনজীবী মো. আসাদুজ্জামানকে পুনরাদেশ না দেওয়া পর্যন্ত দেশের অ্যাটর্নি জেনারেল পদে নিয়োগ প্রদান করেছেন।\n  •  দেশের ১৭তম অ্যাটর্নি জেনারেল হিসেবে নিয়োগ পেলেন মো. আসাদুজ্জামান।\n  •  তিনি এ এম আমিন উদ্দিনের স্থলাভিষিক্ত হলেন।'},data_tag_id_430_Stage4_final_output.txt,
• বাংলাদেশ সরকারের প্রধান আইন পরামর্শক হলেন অ্যাটর্নি জেনারেল।,False,• রাষ্ট্রের প্রধান আইন কর্মকর্তা হলেন অ্যাটর্নি জেনারেল।,16faf7197aff159cded037da7c88513d9728c251149f80510d54cf8b5d33f00a,data_tag_id_430_Stage4_final_output-35,অ্যাটর্নি জেনারেল:,"{'text_block': 'অ্যাটর্নি জেনারেল:\n  •  বাংলাদেশ সরকারের প্রধান আইন পরামর্শক হলেন অ্যাটর্নি জেনারেল।\n  •  রাষ্ট্রের প্রধান আইন কর্মকর্তা হলেন অ্যাটর্নি জেনারেল।\n  •  অ্যাটর্নি জেনারেল সাধারণত সম্মানিত জেষ্ঠ আইনানুজ্ঞদের মধ্য থেকে শাসিত সরকার কর্তৃক নিয়োগ প্রাপ্ত হন।\n  •  এছাড়াও, অ্যাটর্নি জেনারেল তার পদাধিকার বলে বাংলাদেশ বার কাউন্সিলের সভাপতি নির্বাচিত হন।\n  •  অ্যাটর্নি জেনারেলকে কিছু সংখ্যক যুগ্ম অ্যাটর্নি জেনারেল, উপ অ্যাটর্নি জেনারেল, সহকারী অ্যাটর্নি জেনারেল সহায়তা করেন।\n  🔗 সূত্র- অ্যাটর্নি জেনারেল কার্যালয়ের ওয়েবসাইট।'}",data_tag_id_430_Stage4_final_output.txt,
• বাংলাদেশের সংবিধানের 64(1) অনুচ্ছেদ অনুসারে রাষ্ট্রপতি কর্তৃক সুপ্রীম কোর্টের বিচারক হওয়ার যোগ্যতাসম্পন্ন কোন ব্যক্তি অ্যাটর্নি জেনারেল হিসেবে নিযুক্ত হন।,False,• গণপ্রজাতন্ত্রী বাংলাদেশের সংবিধান।,b08eb0834ddaa34b443e6b6500511f7c2d4c7b4c36bc686b7e3f420d64ae9225,data_tag_id_430_Stage4_final_output-36,"• বাংলাদেশের অ্যাটর্নি জেনারেল রাষ্ট্রের প্রধান আইন কর্মকর্তা, বাংলাদেশ সরকারের প্রধান আইন পরামর্শক এবং বাংলাদেশ সুপ্রিম কোর্টে সরকারের প্রধান আইনজীবী।","{'text_block': '•  বাংলাদেশের অ্যাটর্নি জেনারেল রাষ্ট্রের প্রধান আইন কর্মকর্তা, বাংলাদেশ সরকারের প্রধান আইন পরামর্শক এবং বাংলাদেশ সুপ্রিম কোর্টে সরকারের প্রধান আইনজীবী।\n  •  বাংলাদেশের সংবিধানের ৬৪(১) অনুচ্ছেদ অনুসারে রাষ্ট্রপতি কর্তৃক সুপ্রীম কোর্টের বিচারক হওয়ার যোগ্যতাসম্পন্ন কোন ব্যক্তি অ্যাটর্নি জেনারেল হিসেবে নিযুক্ত হন।\n  •  গণপ্রজাতন্ত্রী বাংলাদেশের সংবিধান।\n  •  মন্ত্রিপরিষদ বিভাগ।\n  •  বাংলাদেশের প্রধান আইন কর্মকর্তা হচ্ছেন\n  •  সংবিধানের ৬৪ নং অনুচ্ছেদে ""অ্যাটর্নি জেনারেল"" সম্পর্কে আলোকপাত করা হয়েছে।\n  •  অনুচ্ছেদ-৬৪: অ্যাটর্নি-জেনারেল\n  •  (১) সুপ্রীম কোর্টের বিচারক হইবার যোগ্য কোন ব্যক্তিকে রাষ্ট্রপতি বাংলাদেশের অ্যাটর্নি\n  •  জেনারেল পদে নিয়োগদান করিবেন।\n  •  (২) অ্যাটর্নি-জেনারেল রাষ্ট্রপতি কর্তৃক প্রদত্ত সকল দায়িত্ব পালন করিবেন।\n  •  (৩) অ্যাটর্নি-জেনারেলের দায়িত্ব পালনের জন্য বাংলাদেশের সকল আদালতে তাঁহার বক্তব্য পেশ করিবার অধিকার থাকিবে।\n  •  (৪) রাষ্ট্রপতির সন্তোষানুযায়ী সময়সীমা পর্যন্ত অ্যাটর্নি-জেনারেল স্বীয় পদে বহাল থাকিবেন এবং রাষ্ট্রপতি কর্তৃক নির্ধারিত পারিশ্রমিক লাভ করিবেন।\n  🔗 উৎস: পৌরনীতি ও সুশাসন, প্রফেসর মো: মোজাম্মেল হক এবং বাংলাদেশের সংবিধান।'}",data_tag_id_430_Stage4_final_output.txt,
• গণপ্রজাতন্ত্রী বাংলাদেশ সরকারের একজন অ্যাটর্নি জেনারেল থাকবেন।,False,• অ্যাটর্নি জেনারেল বাংলাদেশ সরকারের প্রধান আইন কর্মকর্তা।,82d368d24aeaa2fef55502485f38470c6066e24a59d0baaa49f8b88f0e5426e9,data_tag_id_430_Stage4_final_output-37,• বাংলাদেশ সংবিধানের চতুর্থ ভাগে নির্বাহী বিভাগের 5ম পরিচ্ছেদে 64 নং অনুচ্ছেদে অ্যাটর্নি-জেনারেল পদের উল্লেখ রয়েছে।,{'text_block': '•  বাংলাদেশ সংবিধানের চতুর্থ ভাগে নির্বাহী বিভাগের ৫ম পরিচ্ছেদে ৬৪ নং অনুচ্ছেদে অ্যাটর্নি-জেনারেল পদের উল্লেখ রয়েছে।\n  •  গণপ্রজাতন্ত্রী বাংলাদেশ সরকারের একজন অ্যাটর্নি জেনারেল থাকবেন।\n  •  অ্যাটর্নি জেনারেল বাংলাদেশ সরকারের প্রধান আইন কর্মকর্তা।\n  •  তিনি আইনগত দিক নিয়ে রাষ্ট্র ও সরকারের পক্ষে আদালতে বক্তব্য পেশ করেন।\n  •  সুপ্রীম কোর্টের বিচারক হবার যোগ্য কোন ব্যক্তিকে রাষ্ট্রপতি অ্যাটর্নি জেনারেল পদে নিয়োগদান করবেন।\n  •  বাংলাদেশের অ্যাটর্নি জেনারেল রাষ্ট্রপতির কাছে লিখিত স্বাক্ষরযুক্ত পত্রযোগে স্বীয় পদ ত্যাগ করতে পারবেন।\n  •  বাংলাদেশের অ্যাটর্নি জেনারেল সুপ্রিম কোর্টের একজন বিচারকের ন্যায় মর্যাদা ভোগের অধিকারী হবেন।'},data_tag_id_430_Stage4_final_output.txt,
• বাংলাদেশ সরকারের আইন বিষয়ক উপদেষ্টা হিসেবে অ্যাটর্নি জেনারেল তাঁর দায়িত্ব পালন করবেন।,False,🔗 তথ্যসূত্র,c9a0dd87690562718c8c27da7174bd3353b63b52e6d73a65af85fa7416905781,data_tag_id_430_Stage4_final_output-38,অ্যাটর্নি জেনারেলের ক্ষমতা ও কার্যাবলি:,{'text_block': 'অ্যাটর্নি জেনারেলের ক্ষমতা ও কার্যাবলি:\n  •  বাংলাদেশ সরকারের আইন বিষয়ক উপদেষ্টা হিসেবে অ্যাটর্নি জেনারেল তাঁর দায়িত্ব পালন করবেন।\n  🔗 তথ্যসূত্র'},data_tag_id_430_Stage4_final_output.txt,
• [এই প্রশ্নের তথ্য পরিবর্তনশীল।,False,• অনুগ্রহ করে সাম্প্রতিক তথ্য দেখে নিন।,8355612339328804c759ea4df02509649d29ad275efa26675a213b8176b708c9,data_tag_id_430_Stage4_final_output-39,"• পৌরনীতি ও সুশাসন দ্বিতীয় পত্র, এইচএসসি প্রোগ্রাম, বাংলাদেশ উন্মুক্ত বিশ্ববিদ্যালয় ও বাংলাপিডিয়া।","{'text_block': '•  পৌরনীতি ও সুশাসন দ্বিতীয় পত্র, এইচএসসি প্রোগ্রাম, বাংলাদেশ উন্মুক্ত বিশ্ববিদ্যালয় ও বাংলাপিডিয়া।\n  •  [এই প্রশ্নের তথ্য পরিবর্তনশীল।\n  •  অনুগ্রহ করে সাম্প্রতিক তথ্য দেখে নিন।\n  •  সাম্প্রতিক আপডেট তথ্য জানার জন্য Live MCQ ডাইনামিক ইনফো প্যানেল, সাম্প্রতিক সমাচার বা অথেনটিক সংবাদপত্র দেখুন।] দেশের বর্তমান প্রধান বিচারপতি সৈয়দ রেফাত আহমেদ।'}",data_tag_id_430_Stage4_final_output.txt,
• সংবিধানের 95 নং অনুচ্ছেদ অনুসারে প্রধান বিচারপতিকে নিয়োগ দেন মহামান্য রাষ্ট্রপতি।,False,• প্রধান বিচারপতিকে শপথ পড়ান মহামান্য রাষ্ট্রপতি।,d108b2705dce3523ec0d91947384aeafcc30da475b17d0e2d20424b2c73fa04e,data_tag_id_430_Stage4_final_output-40,প্রধান বিচারপতি:,"{'text_block': 'প্রধান বিচারপতি:\n  •  সংবিধানের ৯৫ নং অনুচ্ছেদ অনুসারে প্রধান বিচারপতিকে নিয়োগ দেন মহামান্য রাষ্ট্রপতি।\n  •  প্রধান বিচারপতিকে শপথ পড়ান মহামান্য রাষ্ট্রপতি।\n  •  প্রধান বিচারপতির সাথে পরামর্শ করেই অন্যান্য বিচারপতি দের নিয়োগ দেয়া হয়।\n  •  বিচারপতি হিসেবে নিয়োগের জন্যে ন্যূনতম দশ বছর সুপ্রিমকোর্টে অ্যাডভোকেট বা দেশের বিচার বিভাগীয় পদে দশ বছর নিযুক্ত থাকার অভিজ্ঞতা প্রয়োজন হয়।\n  •  সংবিধানের প্রণয়নকালে বিচারপতিদের চাকরির বয়সসীমা ছিল ৬২ বছর।\n  •  ২০১১ সালে সংবিধানের পঞ্চদশ সংশোধনীর মাধ্যমে ৯৬ ধারা পুন:স্থাপন করে বিচারপতিদের বয়স করা হয় ৬৭ বছর।\n  •  বর্তমানে সুপ্রিম কোর্টের বিচারপতির বয়সসীমা দায়িত্ব গ্রহণের তারিখ হতে পরবর্তী ৫ বছর।\n  •  বাংলাদেশের প্রথম প্রধান বিচারপতি আবু সাদাত মো. সায়েম।\n  •  তিনি ১৬ ডিসেম্বর ১৯৭১ থেকে ৫ নভেম্বর ১৯৭৫ পর্যন্ত প্রধান বিচারপতি ছিলেন।\n  •  উল্লেখ্য,\n  •  দেশের বর্তমান প্রধান বিচারপতি সৈয়দ রেফাত আহমেদ (২৫তম)।\n  •  সৈয়দ রেফাত আহমেদ ২০০৩ সালে হাইকোর্ট বিভাগের অতিরিক্ত বিচারপতি হিসেবে নিয়োগ পান।\n  •  ২০০৫ সালে তিনি হাইকোর্ট বিভাগের বিচারপতি হিসেবে স্থায়ী নিয়োগ লাভ করেন।\n  •  অন্যদিকে,\n  •  দেশের ২৪তম প্রধান বিচারপতি ওবায়দুল হাসান।\n  •  দেশের বর্তমান অ্যাটর্নি জেনারেল মো. আসাদুজ্জামান।\n  •  তিনি ১৭তম অ্যাটর্নি জেনারেল।\n  •  এ এম আমিন উদ্দিন ১৬তম অ্যাটর্নি জেনারেল।\n  🔗 উৎস: সুপ্রিমকোর্ট ওয়েবসাইট।'}",data_tag_id_430_Stage4_final_output.txt,
